survey,IDW_median_10000.tif,NaturalNeighbor_median_10000.tif,RBF_median_10000.tif,TIN_median_10000.tif,isoKrige_AIC_median_detrended_pred_10000.tif,isoKrige_AIC_median_pred_10000.tif
CESAW_DIS_IN_07_MAS_20251029_CS,0.5503918194204869,0.8634503309645004,0.8252368360745517,0.6653965871980349,0.6066633291028767,0.7520700873288617
CESAW_DIS_IN_09_CBI_20231121_BD,0.2237587828904171,0.2675434651136122,0.3709306860419261,0.23342319856213323,0.24851746816381373,0.26502456511276823
CESAW_DIS_IN_09_CBI_20250312_CS,0.5015414189737142,3.4955784767568474,0.9919474703059901,0.6995199321806755,27739.07848638529,0.5417642967933783
CESAW_DIS_IN_10_LFI_20230323_CS,0.24733393253706348,0.2702860742524752,0.2906755658245055,0.25519714241139985,5.323464090955766,0.27912300712252125
CESAW_DIS_IN_10_LFI_20231129_BD,0.5180032613314367,0.5068436554720959,0.5716591957799595,0.4665754523110068,0.4815997268681848,0.8092605314668634
CESAW_DIS_IN_10_LFI_20250428_AD,0.7417740382294747,1.3558405711282864,1.1547838957427452,0.8501110036979592,0.746817545965602,600.2976315374727
CESAW_DIS_MC_02_RGA_20240815_CS,0.1414518369957364,0.12803773281977496,0.2353217224125926,0.12605389583447174,0.2250975994938326,0.22062050635637886
CESAW_DIS_MC_05_INN_20240325_AD,0.47661088267137636,0.6035089887873972,0.7079934555941945,0.5868486338771723,0.838870507674973,0.6653273537702407
CESAW_DIS_MC_05_INN_20240419_AD,0.3095556545147163,0.3943378497697341,0.6725757894389761,0.38535740948467184,0.5147138369688294,0.32221431700708925
CESAW_DIS_MC_05_INN_20251118_CS,0.4253821280855213,0.4696512042788171,1.014190399048448,0.46064650880570157,0.47174230668855993,0.8921694501622173
CESAW_DIS_MN_06_R17_20250305_CS,0.2973198468139649,0.38879659248079895,1.2640579593235874,0.372074640200551,0.5700599653317304,2.9352540376090173
CESAW_DIS_MN_30_OIE_20240227_OT,0.2713141970497245,0.27672159317637884,0.3353023276692086,0.26975713733760015,0.2831077653138366,0.2826966353798623
CESAW_DIS_PA_03_MOD_20230411_CS,0.22024031999668248,0.2850168152892915,0.17959912362696356,0.2648177148544549,0.19532188814748183,0.38318690060511806
CESAW_DIS_PA_04_WOD_20250519_CS,0.18385792166851306,0.21476180290891214,0.23788041175873037,0.17882586000585057,0.36182189869485165,0.1783031151350789
CESAW_DIS_RC_01_ROL_20230706_AD,0.3597289507204377,0.5068382923882322,0.6340132204259832,0.42087363013177276,0.3998067657252106,137948.70989280564
CESAW_DIS_RC_04_HAT_20250319_CS,0.22965722263226085,0.22910655218524595,0.3909280836591403,0.22422801748485474,0.39588778382590545,0.4468139198964936
CESAW_DIS_RC_04_HAT_20250814_CS,0.1450945365546132,0.20118467166407386,0.22195490934642872,0.16733299439944577,0.25206042140511675,3.2247147936459224
CESAW_DIS_SH_11_AL2_20230222_CS,0.0938025262199412,0.43102947357996985,0.14366219040278527,0.11622803046334249,0.09456002483177514,0.09447365738996048
CESAW_DIS_SH_12_CBC_20240307_BD,0.30413070266862463,0.3343317792165709,0.46125534450817296,0.32881390489642,0.37662181491937885,0.48334334331017115
CESAW_DIS_SH_15_MON_20241203_CS,0.3786457315973879,0.8459202160852148,0.7986140242915418,0.5494980631217691,3.436994375262161,0.3788864298217818
CESAW_DIS_SL_03_SLH_20241025_CS,0.29466737690698824,0.32993845696462487,0.5536913366030344,0.3388732461277375,0.42562449368763,0.4474174713143694
CESAW_DIS_WH_06_BHC_20240517_CS,0.41657148380062076,0.6018042099325162,0.5409339581350697,0.5087071571255982,0.4703092835472529,0.45248020543383316
CESAW_DIS_WH_20_UBI_20241023_CS,0.8162034541091805,1.5446882566598628,0.7834571209520678,0.9036953242142087,0.8700071960674645,1.367372053117619
CESAW_DIS_WH_24_BTC_20241202_BD,0.1989571641609184,0.2706903125322324,0.3595936204176851,0.25124441547172716,0.2377882312546521,0.38413022763834537
CESAW_DIS_WH_25_ANC_20230530_CS,0.42059381676750474,1.1334411568694818,1.2806226872921895,0.5055286986772847,0.4387860413403395,0.4163401352000841
CESAW_DIS_WH_25_ANC_20241008_BD,0.4925207009021913,0.8049084057977501,1.3502312994524734,0.6998950214719518,0.5950077644902325,0.49670368914911395
IA_06_RLM_20220316_CS,0.38904515135483353,0.49286299047152227,0.5166468979373023,0.4327546909018203,0.3813269776877272,0.3821210080639894
IC_02_TGB_20220602_CS,0.23429256115421637,0.2800013197370425,0.5436364527756115,0.2904493054190039,0.27313257464351587,2.359528180610253
IC_03_T12_20210326_BD,0.22366156635849596,0.30416431874767386,0.7152675742944561,0.284647741925199,0.25758520015437564,7.082614317422441
IC_04_TG1_20220204_CS,0.288221273728656,0.2787003836776779,0.5913886353725399,0.27370236043410223,0.42160692421470475,0.4646980686434488
IN_04_NRI_20230111_CS,0.3258749231294961,0.26174533329974353,0.33565140156261036,0.26138217802385316,0.6217592644847604,0.6243568041177043
IN_09_CBI_20210927_AD,0.2937094476832252,0.3846977611143057,0.5603847611807157,0.33446000496494976,0.3048119949984338,0.3719425875714692
IN_09_CBI_20221129_CS,0.4729118458365091,5.548106701597948,1.3049282996192861,0.7862547360322616,0.5807188191970861,9.710205914215106
IN_10_LFI_20210629_CS,0.3035469091779086,0.30403153253614806,0.4285444692643211,0.298535558712226,0.5613415474289548,0.5913436296163876
IN_10_LFI_20211110_BD,0.48731668671684303,0.4466660893836149,0.8113006802758357,0.4384591797804041,0.4332484503009663,0.4333612056920223
IN_10_LFI_20221031_BD,0.4365506212490865,0.4062753064717839,0.5582514497173103,0.39598041995673333,0.38657389538547665,0.46325223585288183
MC_02_RGA_20210514_BD,0.12886052932130004,0.13627820515588693,0.21055056149660303,0.13377205112821247,0.11973301801060389,0.20686716896155377
MC_05_INN_20221130_CS,0.5045497145746749,0.4814900493489311,0.720331567439111,0.4748577809770795,0.5635721688396673,0.47418439354103853
MN_01_OIB_20221021_CS,0.5580278832602692,0.5932705677583175,0.6501363572080927,0.6012143891200922,1.1279898516690139,0.938201423521808
PA_01_MNW_20210729_CS,0.3079965388990174,0.33234007733495025,0.33158661735563943,0.320372335847586,0.33161026948210787,0.4411959730397662
RC_03_HTR_20210105_CS,0.28280419859058953,0.3067653260006851,0.5289072875508296,0.29518153034820793,0.49817084241524695,0.4003900245367389
RC_03_HTR_20210121_CS,0.19365717162597285,0.20097679721108114,0.34373001753020666,0.1997308458680221,0.18530855409620245,0.28054252114650574
RC_04_HAT_20210406_CS,0.29507406610456915,0.47403211179607974,0.7598478981784645,0.3510590949274878,0.29799654162163125,0.29893488950410596
RC_04_HAT_20211122_AD,0.2566551796008242,0.32199263220787844,0.40646651579674375,0.27917996441196086,0.245596635564709,0.3420584549323568
RC_04_HAT_20220821_CS,0.16560191850353664,0.20645463530317618,0.2951002521355324,0.194405376836769,0.2530268135307472,0.18160265340742093
RC_04_HAT_20220913_CS,0.4345557758994781,0.26990936699672124,0.31155652888692437,0.2863536090758028,0.8495257219685706,0.7562559695289263
SH_12_CBC_20220914_CS,0.46314144391071743,0.34867597358690755,0.4695260827353673,0.35577106463622193,0.3571766805073668,1.1770944672522576
SL_02_TCH_20210309_CS,0.34452905003816886,0.31372091413624326,0.40232217328581665,0.3073154758463398,0.9511971620934813,0.9478692617595875
SL_03_SLH_20210311_CS,0.43135834846832716,0.654775974376019,0.5660466844951704,0.579009942476655,0.4729043918428855,0.4031264419449341
WH_25_ANC_20230118_AD,0.37802551176537624,0.5868340687351674,1.3167489647482662,0.5522511144160925,0.5197985965126342,0.46273346973762886
