561020.68 622110.26 36.3
561021.40 622282.83 38.1
561024.95 621358.16 36.2
561024.26 621793.40 38.3
561023.67 621967.28 36.9
561025.11 622389.72 39.5
561023.57 622464.00 38.9
561024.88 622736.44 39.2
561023.40 623128.46 42.2
561024.06 623468.79 41.2
561027.64 620535.49 31.3
561027.87 621391.49 35.9
561027.44 621646.91 37.4
561026.98 622932.86 39.7
561030.88 621309.51 36.4
561031.21 621830.90 38.5
561031.77 622034.86 36.0
561029.54 622186.50 35.9
561029.74 622216.59 36.6
561029.60 622323.25 38.9
561030.13 622772.63 38.2
561030.72 623303.66 41.1
561029.77 623337.62 40.9
561029.83 623499.89 40.6
561034.49 620491.89 31.1
561031.97 621490.61 36.5
561033.87 621523.55 37.3
561034.13 621682.27 38.2
561031.90 622246.74 37.0
561032.26 622612.62 39.3
561032.23 622820.49 38.3
561033.08 622967.41 40.2
561032.72 622997.89 41.2
561033.31 623028.76 41.2
561035.64 621278.80 36.7
561035.84 621561.57 37.2
561036.85 621903.80 38.0
561035.61 622514.59 40.7
561037.61 622697.49 39.0
561037.35 622889.10 39.4
561035.18 623272.49 41.2
561038.27 622563.67 39.3
561040.66 622851.33 39.2
561039.15 623190.83 41.1
561039.77 623371.54 40.4
561040.33 623442.31 40.5
561042.50 621108.42 36.8
561043.12 621232.60 36.9
561043.58 621430.14 36.5
561042.56 621858.78 39.0
561042.30 622661.11 38.6
561041.32 623157.04 41.3
561042.53 623232.11 41.0
561040.86 623410.94 40.4
561044.83 621944.64 37.9
561045.58 622083.75 36.4
561045.71 622413.57 38.8
561044.14 623071.08 40.3
561044.86 623103.07 40.8
561049.22 621192.31 36.8
561049.49 622486.31 40.0
561050.37 621597.82 37.2
561051.26 622009.34 36.5
561050.44 622273.97 37.4
561052.50 622796.87 38.6
561054.77 620353.47 37.0
561053.65 621036.05 36.4
561054.83 621159.70 36.8
561054.60 621776.60 38.3
561054.67 621808.68 38.9
561054.51 621977.19 37.2
561053.16 622167.74 36.0
561054.41 622305.50 38.2
561056.15 621347.73 36.5
561057.13 621722.82 39.0
561057.62 622116.59 36.4
561056.77 622346.28 38.5
561058.54 622444.44 39.3
561057.43 622631.52 38.9
561057.36 623322.82 39.3
561061.10 621258.13 37.2
561060.35 621317.31 36.2
561059.30 621382.01 36.7
